Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion,Customer_Email_Was_Missing,Province_Was_Missing,Customer_Email_Filled_From_Reference,Province_Filled_From_Reference,Order_Date_Raw,Order_Date_Parse_Method,Order_Date_Was_Imputed,Customer_Name_Normalized,Quantity_Was_Invalid,Expected_Amount,Amount_Difference,Accuracy_Flag,Amount_Was_Negative,Amount_Looks_Like_Sentinel,Status_Was_Invalid,Transaction_Amount_Before_Capping,Outlier_Flag_Before_Capping,Amount_Was_Capped,Load_Delay_Hours,Timeliness_Status
T000270,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-01-23,2026-01-23 04:00:00,Home,4,82.86,0.05,314.87,Cash on Delivery,Processing,N,False,False,False,False,2026-01-23,ISO_UNAMBIGUOUS,False,Mint Kittikul,False,314.87,0.0,False,False,False,False,314.87,False,False,4.0,On Time
T000396,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-01-19,2026-01-19 14:00:00,Beauty,1,195.61,0.1,176.05,Credit Card,Completed,N,False,False,False,False,19/01/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Mook Srisawat,False,176.05,0.0,False,False,False,False,176.05,False,False,14.0,On Time
T000175,C0064,Ploy Thongdee,ploy.thongdee64@example.com,F,Phuket,2026-02-16,2026-02-16 03:00:00,Beauty,4,472.97,0.1,1702.69,PromptPay,Processing,N,False,False,False,False,16-02-2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Ploy Thongdee,False,1702.69,0.0,False,False,False,False,1702.69,False,False,3.0,On Time
T000347,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-05-16,2026-05-16 07:00:00,Food,3,282.51,0.1,762.78,Credit Card,Returned,N,False,False,False,False,2026-05-16,ISO_UNAMBIGUOUS,False,Nont Rattanakul,False,762.78,0.0,False,False,False,False,762.78,False,False,7.0,On Time
T000318,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-06-18,2026-06-18 11:00:00,Sports,5,119.93,0.1,539.69,PromptPay,Processing,N,False,False,False,False,06/18/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Tee Maneerat,False,539.69,0.0,False,False,False,False,539.69,False,False,11.0,On Time
T000383,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-01-19,2026-01-19 01:00:00,Home,2,141.51,0.15,240.57,Credit Card,Cancelled,N,False,False,False,False,01/19/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Pim Phromla,False,240.57,0.0,False,False,False,False,240.57,False,False,1.0,On Time
T000394,C0098,Film Lertprasert,film.lertprasert98@example.com,F,Khon Kaen,2026-05-06,2026-05-06 06:00:00,Food,1,206.5,0.0,206.5,Bank Transfer,Processing,Y,False,False,False,False,06/05/2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Film Lertprasert,False,206.5,0.0,False,False,False,False,206.5,False,False,6.0,On Time
T000397,C0106,Korn Srisawat,korn.srisawat106@example.com,M,Rayong,2026-03-24,2026-03-24 04:00:00,Food,4,106.73,0.0,426.92,Bank Transfer,Completed,N,False,False,False,False,24/03/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Korn Srisawat,False,426.92,0.0,False,False,False,False,426.92,False,False,4.0,On Time
T000240,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-02-09,2026-02-09 09:00:00,Beauty,5,201.04,0.15,854.42,Cash on Delivery,Processing,N,False,False,False,False,02/09/2026,RESOLVED_BY_LOAD_TS (MM/DD/YYYY),False,Jane Saelim,False,854.42,0.0,False,False,False,False,854.42,False,False,9.0,On Time
T000091,C0084,Film Thongdee,film.thongdee84@example.com,F,Bangkok,2026-01-16,2026-01-16 09:00:00,Home,2,180.02,0.0,360.04,Bank Transfer,Cancelled,N,False,False,False,False,2026/01/16,ISO_UNAMBIGUOUS,False,Film Thongdee,False,360.04,0.0,False,False,False,False,360.04,False,False,9.0,On Time
T000185,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-04-23,2026-04-23 17:00:00,Food,1,188.03,0.15,159.83,PromptPay,Processing,N,False,False,False,False,2026-04-23,ISO_UNAMBIGUOUS,False,Tee Chaiyo,False,159.83,0.0,False,False,False,False,159.83,False,False,17.0,On Time
T000458,C0092,Tee Wongsa,tee.wongsa92@example.com,F,Chanthaburi,2026-06-25,2026-06-25 15:00:00,Home,2,243.54,0.0,487.08,PromptPay,Cancelled,Y,False,False,False,False,2026-06-25,ISO_UNAMBIGUOUS,False,Tee Wongsa,False,487.08,0.0,False,False,False,False,487.08,False,False,15.0,On Time
T000359,C0058,Anan Wongsa,anan.wongsa58@example.com,F,Khon Kaen,2026-03-26,2026-03-26 18:00:00,Beauty,5,298.54,0.0,1492.7,Bank Transfer,Completed,N,True,False,True,False,2026-03-26,ISO_UNAMBIGUOUS,False,Anan Wongsa,False,1492.7,0.0,False,False,False,False,1492.7,False,False,18.0,On Time
T000524,C0061,Tee Maneerat,tee.maneerat61@example.com,M,Chiang Mai,2026-03-24,2026-03-24 12:00:00,Beauty,3,162.12,0.1,437.72,Credit Card,Returned,N,True,False,True,False,24/03/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Tee Maneerat,False,437.72,0.0,False,False,False,False,437.72,False,False,12.0,On Time
T000342,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-06-07,2026-06-07 14:00:00,Beauty,1,55.08,0.05,52.33,Cash on Delivery,Processing,N,False,False,False,False,07/06/2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Pim Srisawat,False,52.33,0.0,False,False,False,False,52.33,False,False,14.0,On Time
T000022,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,2026-02-04,2026-02-04 13:00:00,Food,6,91.54,0.0,440.2,PromptPay,Cancelled,N,False,False,False,False,04-02-2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,New Rattanakul,False,549.24,-109.04,True,False,False,False,440.2,False,False,13.0,On Time
T000236,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-15,2026-01-15 16:00:00,Electronics,2,243.3,0.1,437.94,PromptPay,Returned,N,False,False,False,False,2026/01/15,ISO_UNAMBIGUOUS,False,Mint Dechawat,False,437.94,0.0,False,False,False,False,437.94,False,False,16.0,On Time
T000150,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-02-22,2026-02-22 18:00:00,Sports,4,155.35,0.2,497.12,Credit Card,Unknown,N,False,True,False,True,2026-02-22,ISO_UNAMBIGUOUS,False,Mint Rattanakul,False,497.12,0.0,False,False,False,True,497.12,False,False,18.0,On Time
T000416,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-03-29,2026-03-29 13:00:00,Beauty,2,112.29,0.0,224.58,PromptPay,Completed,N,False,False,False,False,29/03/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Film Maneerat,False,224.58,0.0,False,False,False,False,224.58,False,False,13.0,On Time
T000166,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,2026-02-23,2026-02-23 07:00:00,Home,1,269.63,0.05,256.15,Credit Card,Returned,N,False,False,False,False,02/23/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Pim Wongsa,False,256.15,0.0,False,False,False,False,256.15,False,False,7.0,On Time
T000275,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-21,2026-03-21 17:00:00,Beauty,5,167.2,0.0,836.0,Cash on Delivery,Returned,N,False,False,False,False,2026-03-21,ISO_UNAMBIGUOUS,False,Jane Saelim,False,836.0,0.0,False,False,False,False,836.0,False,False,17.0,On Time
T000600,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-05-02,2026-05-02 02:00:00,Beauty,2,344.51,0.05,654.57,PromptPay,Returned,N,False,False,False,False,05/02/2026,RESOLVED_BY_LOAD_TS (MM/DD/YYYY),False,Mook Thongdee,False,654.57,0.0,False,False,False,False,654.57,False,False,2.0,On Time
T000326,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-04-15,2026-04-15 06:00:00,Home,4,530.24,0.1,1908.86,Credit Card,Completed,N,False,False,False,False,04/15/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Beam Sukjai,False,1908.86,0.0,False,False,False,False,1908.86,False,False,6.0,On Time
T000350,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-01-11,2026-01-11 19:00:00,Beauty,2,303.06,0.0,606.12,Cash on Delivery,Returned,N,False,False,False,False,2026-01-11,ISO_UNAMBIGUOUS,False,Nont Rattanakul,False,606.12,0.0,False,False,False,False,606.12,False,False,19.0,On Time
T000594,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-03-10,2026-03-10 02:00:00,Beauty,4,351.63,0.1,1265.87,PromptPay,Processing,N,False,False,False,False,10-03-2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Jane Thongdee,False,1265.87,0.0,False,False,False,False,1265.87,False,False,2.0,On Time
T000057,C0177,Ice Lertprasert,ice.lertprasert177@example.com,M,Chiang Mai,2026-01-24,2026-01-25 20:00:00,Food,2,99.51,0.0,197.76,Credit Card,Processing,N,True,False,True,False,2026-01-24,ISO_UNAMBIGUOUS,False,Ice Lertprasert,False,199.02,-1.26,True,False,False,False,197.76,False,False,44.0,Late
T000176,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-01-17,2026-01-20 13:00:00,Fashion,6,408.72,0.05,2092.5,PromptPay,Processing,N,False,False,False,False,2026-01-17,ISO_UNAMBIGUOUS,False,Narin Wongsa,False,2329.7,0.0,False,False,False,False,2329.7,True,True,85.0,Late
T000278,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-04-02,2026-04-02 10:00:00,Sports,6,161.62,0.05,921.23,Bank Transfer,Completed,N,True,False,True,False,02/04/2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Beam Rattanakul,False,921.23,0.0,False,False,False,False,921.23,False,False,10.0,On Time
T000157,C0046,Nont Boonmee,nont.boonmee46@example.com,F,Chiang Mai,2026-06-22,2026-06-22 19:00:00,Food,5,191.71,0.0,958.55,PromptPay,Returned,N,False,False,False,False,22/06/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Nont Boonmee,False,958.55,0.0,False,False,False,False,958.55,False,False,19.0,On Time
T000445,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-04-18,2026-04-18 11:00:00,Food,2,156.01,0.2,249.62,Credit Card,Processing,N,False,False,False,False,18/04/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,May Boonmee,False,249.62,0.0,False,False,False,False,249.62,False,False,11.0,On Time
T000540,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-03-10,2026-03-10 07:00:00,Food,5,179.32,0.05,851.77,Bank Transfer,Completed,N,False,False,False,False,03/10/2026,RESOLVED_BY_LOAD_TS (MM/DD/YYYY),False,Tee Dechawat,False,851.77,0.0,False,False,False,False,851.77,False,False,7.0,On Time
T000282,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-05-06,2026-05-06 19:00:00,Sports,6,183.9,0.05,11530.53,PromptPay,Cancelled,Y,False,False,False,False,05/06/2026,RESOLVED_BY_LOAD_TS (MM/DD/YYYY),False,Tee Dechawat,False,1048.23,10482.3,True,False,False,False,11530.53,True,False,19.0,On Time
T000298,C0101,Boss Phromla,boss.phromla101@example.com,M,Bangkok,2026-03-11,2026-03-11 13:00:00,Beauty,2,187.88,0.1,3043.62,Bank Transfer,Returned,Y,False,False,False,False,2026-03-11,ISO_UNAMBIGUOUS,False,Boss Phromla,False,338.18,2705.44,True,False,False,False,3043.62,True,False,13.0,On Time
T000148,C0080,May Kittikul,may.kittikul80@example.com,F,Khon Kaen,2026-05-23,2026-05-23 02:00:00,Fashion,6,350.59,0.0,2092.5,Bank Transfer,Processing,N,False,False,False,False,05/23/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,May Kittikul,False,2103.54,0.0,False,False,False,False,2103.54,True,True,2.0,On Time
T000426,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-03-31,2026-03-31 15:00:00,Sports,2,247.84,0.2,396.54,Bank Transfer,Returned,N,False,False,False,False,2026-03-31,ISO_UNAMBIGUOUS,False,Tee Lertprasert,False,396.54,0.0,False,False,False,False,396.54,False,False,15.0,On Time
T000550,C0175,Boss Khamdee,boss.khamdee175@example.com,F,Nakhon Ratchasima,2026-01-01,2026-01-01 14:00:00,Electronics,5,128.66,0.0,643.3,Cash on Delivery,Completed,N,False,False,False,False,2026-01-01,ISO_UNAMBIGUOUS,False,Boss Khamdee,False,643.3,0.0,False,False,False,False,643.3,False,False,14.0,On Time
T000374,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-03-25,2026-03-25 06:00:00,Sports,3,198.33,0.05,565.24,Bank Transfer,Completed,N,False,False,False,False,2026-03-25,ISO_UNAMBIGUOUS,False,Ploy Khamdee,False,565.24,0.0,False,False,False,False,565.24,False,False,6.0,On Time
T000333,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-03-20,2026-03-20 13:00:00,Food,4,88.38,0.2,282.82,PromptPay,Cancelled,N,False,False,False,False,2026-03-20,ISO_UNAMBIGUOUS,False,Nont Rattanakul,False,282.82,0.0,False,False,False,False,282.82,False,False,13.0,On Time
T000073,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-09,2026-03-09 12:00:00,Sports,6,101.8,0.0,610.8,Bank Transfer,Returned,N,False,False,False,False,2026-03-09,ISO_UNAMBIGUOUS,False,Pim Phromla,False,610.8,0.0,False,False,False,False,610.8,False,False,12.0,On Time
T000460,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-06-07,2026-06-07 05:00:00,Sports,5,302.17,0.05,1435.31,Cash on Delivery,Completed,N,False,False,False,False,2026-06-07,ISO_UNAMBIGUOUS,False,Beam Rattanakul,False,1435.31,0.0,False,False,False,False,1435.31,False,False,5.0,On Time
T000032,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-05-23,2026-05-23 17:00:00,Food,2,50.64,0.2,81.02,PromptPay,Completed,N,False,False,False,False,2026-05-23,ISO_UNAMBIGUOUS,False,Mook Rattanakul,False,81.02,0.0,False,False,False,False,81.02,False,False,17.0,On Time
T000234,C0002,Mint Thongdee,mint.thongdee2@example.com,F,Rayong,2026-06-19,2026-06-19 09:00:00,Home,5,100.99,0.05,479.7,Bank Transfer,Cancelled,N,False,False,False,False,19/06/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Mint Thongdee,False,479.7,0.0,False,False,False,False,479.7,False,False,9.0,On Time
T000579,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-03-25,2026-03-25 02:00:00,Sports,4,372.19,0.2,1191.01,Bank Transfer,Processing,Y,False,False,False,False,2026/03/25,ISO_UNAMBIGUOUS,False,Tee Chaiyo,False,1191.01,0.0,False,False,False,False,1191.01,False,False,2.0,On Time
T000404,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-06-07,2026-06-07 18:00:00,Fashion,2,324.16,0.2,518.66,PromptPay,Processing,N,False,False,False,False,2026-06-07,ISO_UNAMBIGUOUS,False,May Lertprasert,False,518.66,0.0,False,False,False,False,518.66,False,False,18.0,On Time
T000301,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-01-19,2026-01-19 03:00:00,Food,6,152.16,0.0,912.96,Credit Card,Cancelled,N,False,False,False,False,01/19/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Ploy Khamdee,False,912.96,0.0,False,False,False,False,912.96,False,False,3.0,On Time
T000235,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-01-13,2026-01-13 16:00:00,Electronics,6,44.37,0.05,252.91,Credit Card,Completed,N,False,False,False,False,13/01/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Ice Rattanakul,False,252.91,0.0,False,False,False,False,252.91,False,False,16.0,On Time
T000494,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-04-22,2026-04-22 09:00:00,Food,3,394.57,0.0,1183.71,Cash on Delivery,Returned,N,False,False,False,False,22/04/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Korn Lertprasert,False,1183.71,0.0,False,False,False,False,1183.71,False,False,9.0,On Time
T000443,C0162,Aom Dechawat,aom.dechawat162@example.com,M,Rayong,2026-04-28,2026-04-28 13:00:00,Home,6,120.21,0.0,721.26,PromptPay,Completed,N,False,False,False,False,2026-04-28,ISO_UNAMBIGUOUS,False,Aom Dechawat,False,721.26,0.0,False,False,False,False,721.26,False,False,13.0,On Time
T000083,C0056,Mint Maneerat,mint.maneerat56@example.com,M,Rayong,2026-03-09,2026-03-09 17:00:00,Food,5,244.91,0.0,1224.55,Cash on Delivery,Processing,N,False,False,False,False,2026/03/09,ISO_UNAMBIGUOUS,False,Mint Maneerat,False,1224.55,0.0,False,False,False,False,1224.55,False,False,17.0,On Time
T000428,C0112,Pim Rattanakul,pim.rattanakul112@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Fashion,1,161.2,0.05,306.28,PromptPay,Processing,N,False,False,False,False,2026-02-03,ISO_UNAMBIGUOUS,False,Pim Rattanakul,True,153.14,153.14,True,False,False,False,306.28,False,False,3.0,On Time
T000454,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-06-11,2026-06-11 01:00:00,Sports,2,233.48,0.05,443.61,PromptPay,Processing,N,False,False,False,False,2026-06-11,ISO_UNAMBIGUOUS,False,Pim Srisawat,False,443.61,0.0,False,False,False,False,443.61,False,False,1.0,On Time
T000125,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-06-14,2026-06-14 16:00:00,Home,1,71.84,0.0,71.84,Credit Card,Processing,N,False,False,False,False,2026-06-14,ISO_UNAMBIGUOUS,False,Gun Phromla,False,71.84,0.0,False,False,False,False,71.84,False,False,16.0,On Time
T000245,C0083,Beam Srisawat,beam.srisawat83@example.com,M,Chiang Mai,2026-02-26,2026-02-26 14:00:00,Food,3,266.88,0.0,800.64,PromptPay,Processing,N,False,False,False,False,2026-02-26,ISO_UNAMBIGUOUS,False,Beam Srisawat,False,800.64,0.0,False,False,False,False,800.64,False,False,14.0,On Time
T000296,C0030,May Thongdee,may.thongdee30@example.com,M,Nakhon Ratchasima,2026-03-25,2026-03-25 17:00:00,Electronics,4,169.87,0.1,611.53,PromptPay,Completed,N,False,False,False,False,2026/03/25,ISO_UNAMBIGUOUS,False,May Thongdee,False,611.53,0.0,False,False,False,False,611.53,False,False,17.0,On Time
T000195,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-05,2026-05-05 01:00:00,Food,4,319.22,0.0,1276.88,Credit Card,Completed,N,False,False,False,False,2026-05-05,ISO_UNAMBIGUOUS,False,Ploy Saelim,False,1276.88,0.0,False,False,False,False,1276.88,False,False,1.0,On Time
T000076,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-03-21,2026-03-21 02:00:00,Electronics,2,146.57,0.0,293.14,Credit Card,Cancelled,N,False,False,False,False,03/21/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Boss Kittikul,False,293.14,0.0,False,False,False,False,293.14,False,False,2.0,On Time
T000063,C0022,Film Kittikul,film.kittikul22@example.com,F,Nakhon Ratchasima,2026-01-11,2026-01-11 02:00:00,Sports,1,195.89,0.15,166.51,Credit Card,Cancelled,N,False,False,False,False,2026-01-11,ISO_UNAMBIGUOUS,False,Film Kittikul,False,166.51,0.0,False,False,False,False,166.51,False,False,2.0,On Time
T000181,C0121,Ice Kittikul,ice.kittikul121@example.com,M,Bangkok,2026-03-30,2026-03-30 14:00:00,Electronics,6,276.17,0.2,1325.62,Bank Transfer,Returned,N,False,False,False,False,2026-03-30,ISO_UNAMBIGUOUS,False,Ice Kittikul,False,1325.62,0.0,False,False,False,False,1325.62,False,False,14.0,On Time
T000560,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-01-04,2026-01-04 14:00:00,Electronics,5,106.54,0.2,426.16,Credit Card,Unknown,N,False,False,False,False,2026/01/04,ISO_UNAMBIGUOUS,False,Beam Sukjai,False,426.16,0.0,False,False,False,True,426.16,False,False,14.0,On Time
T000222,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-03-19,2026-03-19 13:00:00,Beauty,1,110.93,0.1,93.39,Credit Card,Processing,N,False,False,False,False,2026-03-19,ISO_UNAMBIGUOUS,False,Korn Srisawat,False,99.84,-6.45,True,False,False,False,93.39,False,False,13.0,On Time
T000226,C0164,Gun Srisawat,gun.srisawat164@example.com,F,Chonburi,2026-02-15,2026-02-15 10:00:00,Home,3,128.01,0.05,364.83,Bank Transfer,Returned,N,False,False,False,False,2026-02-15,ISO_UNAMBIGUOUS,False,Gun Srisawat,False,364.83,0.0,False,False,False,False,364.83,False,False,10.0,On Time
T000564,C0057,Ploy Thongdee,ploy.thongdee57@example.com,F,Nakhon Ratchasima,2026-04-06,2026-04-06 03:00:00,Beauty,6,555.53,0.1,2092.5,Cash on Delivery,Processing,N,False,False,False,False,04/06/2026,RESOLVED_BY_LOAD_TS (MM/DD/YYYY),False,Ploy Thongdee,False,2999.86,0.0,False,False,False,False,2999.86,True,True,3.0,On Time
T000338,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-03-06,2026-03-06 09:00:00,Food,2,662.26,0.0,1324.52,Credit Card,Processing,N,False,False,False,False,06-03-2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Ploy Khamdee,False,1324.52,0.0,False,False,False,False,1324.52,False,False,9.0,On Time
T000048,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-05-02,2026-05-05 09:00:00,Electronics,2,164.0,0.0,328.0,Cash on Delivery,Completed,N,False,False,False,False,2026/05/02,ISO_UNAMBIGUOUS,False,Mook Thongdee,False,328.0,0.0,False,False,False,False,328.0,False,False,81.0,Late
T000067,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-03-07,2026-03-07 02:00:00,Home,3,77.71,0.2,186.5,PromptPay,Cancelled,N,False,False,False,False,03/07/2026,RESOLVED_BY_LOAD_TS (MM/DD/YYYY),False,Film Boonmee,False,186.5,0.0,False,False,False,False,186.5,False,False,2.0,On Time
T000092,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-04-09,2026-04-09 01:00:00,Sports,4,219.68,0.05,834.78,Cash on Delivery,Cancelled,Y,False,False,False,False,04/09/2026,RESOLVED_BY_LOAD_TS (MM/DD/YYYY),False,Ice Rattanakul,False,834.78,0.0,False,False,False,False,834.78,False,False,1.0,On Time
T000230,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-02-23,2026-02-23 12:00:00,Electronics,2,348.44,0.05,662.04,Credit Card,Processing,N,False,False,False,False,2026-02-23,ISO_UNAMBIGUOUS,False,Korn Phromla,False,662.04,0.0,False,False,False,False,662.04,False,False,12.0,On Time
T000036,C0067,May Pattanakul,may.pattanakul67@example.com,M,Chonburi,2026-06-15,2026-06-18 09:00:00,Home,3,158.13,0.05,450.67,PromptPay,Cancelled,N,False,False,False,False,15/06/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,May Pattanakul,False,450.67,0.0,False,False,False,False,450.67,False,False,81.0,Late
T000134,C0131,Narin Rattanakul,narin.rattanakul131@example.com,F,Khon Kaen,2026-01-18,2026-01-18 12:00:00,Fashion,4,344.47,0.0,1377.88,Credit Card,Cancelled,N,False,False,False,False,2026-01-18,ISO_UNAMBIGUOUS,False,Narin Rattanakul,False,1377.88,0.0,False,False,False,False,1377.88,False,False,12.0,On Time
T000439,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-05-21,2026-05-21 17:00:00,Sports,3,94.33,0.0,2092.5,Credit Card,Returned,N,False,False,False,False,2026-13-05,IMPUTED_FROM_LOAD_TS,True,Mint Kittikul,False,282.99,666383.01,True,False,True,False,666666.0,True,True,17.0,On Time
T000010,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-05-09,2026-05-13 20:00:00,Home,2,259.33,0.0,518.66,Credit Card,Cancelled,N,False,False,False,False,2026-05-09,ISO_UNAMBIGUOUS,False,Aom Thongdee,False,518.66,0.0,False,False,False,False,518.66,False,False,116.0,Late
T000023,C0125,May Lertprasert,may.lertprasert125@example.com,F,Unknown,2026-05-25,2026-05-25 19:00:00,Beauty,5,97.06,0.05,324.63,PromptPay,Returned,N,False,True,False,False,25-05-2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,May Lertprasert,False,461.04,-136.41,True,False,False,False,324.63,False,False,19.0,On Time
T000430,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-24,2026-01-24 05:00:00,Electronics,6,208.35,0.0,1250.1,Cash on Delivery,Processing,N,False,False,False,False,2026-01-24,ISO_UNAMBIGUOUS,False,Mint Dechawat,False,1250.1,0.0,False,False,False,False,1250.1,False,False,5.0,On Time
T000467,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-03-05,2026-03-05 09:00:00,Fashion,6,219.12,0.0,1314.72,Cash on Delivery,Completed,N,False,False,False,False,2026-03-05,ISO_UNAMBIGUOUS,False,Mint Rattanakul,False,1314.72,0.0,False,False,False,False,1314.72,False,False,9.0,On Time
T000485,C0058,Anan Wongsa,anan.wongsa58@example.com,F,Khon Kaen,2026-01-01,2026-01-01 16:00:00,Beauty,4,221.28,0.1,796.61,Credit Card,Processing,N,True,False,True,False,01/01/2026,IDENTICAL_EITHER_WAY,False,Anan Wongsa,False,796.61,0.0,False,False,False,False,796.61,False,False,16.0,On Time
T000584,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-02-06,2026-02-06 10:00:00,Food,2,286.09,0.2,7323.84,Bank Transfer,Completed,Y,False,False,False,False,06-02-2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Film Maneerat,False,457.74,6866.1,True,False,False,False,7323.84,True,False,10.0,On Time
T000556,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-02-01,2026-02-04 20:00:00,Beauty,5,226.64,0.1,1019.88,PromptPay,Processing,N,False,False,False,False,2026-02-01,ISO_UNAMBIGUOUS,False,Boss Wongsa,False,1019.88,0.0,False,False,False,False,1019.88,False,False,92.0,Late
T000255,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-05-03,2026-05-03 19:00:00,Home,6,213.05,0.0,2092.5,Cash on Delivery,Completed,N,False,False,False,False,2026-05-03,ISO_UNAMBIGUOUS,False,Korn Srisawat,False,1278.3,776498.7,True,False,True,False,777777.0,True,True,19.0,On Time
